title,author,affiliation,author idx
Asset allocation with correlation: A composite trade-off,Rachael Carroll,"Trinity College Dublin, College Green, Dublin 2, Ireland",1
Asset allocation with correlation: A composite trade-off,Thomas Conlon,"Smurfit School of Business, University College Dublin, Blackrock, Co. Dublin, Ireland",2
Asset allocation with correlation: A composite trade-off,John Cotter,"Smurfit School of Business, University College Dublin, Blackrock, Co. Dublin, Ireland",3
Asset allocation with correlation: A composite trade-off,Enrique Salvador,"Smurfit School of Business, University College Dublin, Blackrock, Co. Dublin, Ireland",4
Subsidy scheme or price discount scheme? Mass adoption of electric vehicles under different market structures,Lulu Shao,"School of Business Administration, Zhejiang University of Finance and Economics, 18 Xueyuan Street, Hangzhou, China",1
Subsidy scheme or price discount scheme? Mass adoption of electric vehicles under different market structures,Jun Yang,"School of Management, Huazhong University of Science and Technology, 1037 Luoyu Road, Wuhan, China",2
Subsidy scheme or price discount scheme? Mass adoption of electric vehicles under different market structures,Min Zhang,"School of Information Management, Wuhan University, 299 Bayi Road, Wuhan, China",3
Almost budget balanced mechanisms with scalar bids for allocation of a divisible good,D. Thirumulanathan,"Department of Electrical Communication Engineering, Indian Institute of Science, Bengaluru 560012, India",1
Almost budget balanced mechanisms with scalar bids for allocation of a divisible good,H. Vinay,"Audience Inc., 5th Floor (West wing), Umiya Business Bay, Tower 1, Cessna Business Park, Kadubeesanahalli, Varthur Hobli, Bengaluru 560087, India",2
Almost budget balanced mechanisms with scalar bids for allocation of a divisible good,Srikrishna Bhashyam,"Department of Electrical Engineering, IIT Madras, Chennai 600036, India",3
Almost budget balanced mechanisms with scalar bids for allocation of a divisible good,Rajesh Sundaresan,"Department of Electrical Communication Engineering, Indian Institute of Science, Bengaluru 560012, India",4
State of the art in physician scheduling,Melanie Erhard,"Chair of Health Care Operations/Health Information Management, Faculty of Business and Economics, University of Augsburg, Universitätsstraße 16, 86159 Augsburg, Germany",1
State of the art in physician scheduling,Jan Schoenfelder,"Chair of Health Care Operations/Health Information Management, Faculty of Business and Economics, University of Augsburg, Universitätsstraße 16, 86159 Augsburg, Germany",2
State of the art in physician scheduling,Andreas Fügener,"Department of Supply Chain Management and Management Science, Faculty of Management, Economics and Social Sciences, University of Cologne, Albertus-Magnus-Platz, 50923 Köln, Germany",3
State of the art in physician scheduling,Jens O. Brunner,"Chair of Health Care Operations/Health Information Management, Faculty of Business and Economics, University of Augsburg, Universitätsstraße 16, 86159 Augsburg, Germany",4
Constraint qualifications for convex optimization without convexity of constraints : New connections and applications to best approximation,N.H. Chieu,"Department of Mathematics, Vinh University, Nghe An, Vietnam",1
Constraint qualifications for convex optimization without convexity of constraints : New connections and applications to best approximation,V. Jeyakumar,"Department of Applied Mathematics, University of New South Wales, Sydney 2052, Australia",2
Constraint qualifications for convex optimization without convexity of constraints : New connections and applications to best approximation,G. Li,"Department of Applied Mathematics, University of New South Wales, Sydney 2052, Australia",3
Constraint qualifications for convex optimization without convexity of constraints : New connections and applications to best approximation,H. Mohebi,"Department of Applied Mathematics, University of New South Wales, Sydney 2052, Australia",4
A β-accurate linearization method of Euclidean distance for the facility layout problem with heterogeneous distance metrics,Yue Xie,"School of Reliability and System Engineering, Beihang University, Beijing 100191, China",1
A β-accurate linearization method of Euclidean distance for the facility layout problem with heterogeneous distance metrics,Shenghan Zhou,"School of Reliability and System Engineering, Beihang University, Beijing 100191, China",2
A β-accurate linearization method of Euclidean distance for the facility layout problem with heterogeneous distance metrics,Yiyong Xiao,"School of Reliability and System Engineering, Beihang University, Beijing 100191, China",3
A β-accurate linearization method of Euclidean distance for the facility layout problem with heterogeneous distance metrics,Sadan Kulturel-Konak,"Management Information Systems, Penn State Berks, Tulpehocken Road, P.O. Box 7009, Reading, PA 19610-6009, United States",4
A β-accurate linearization method of Euclidean distance for the facility layout problem with heterogeneous distance metrics,Abdullah Konak,"Information Sciences and Technology, Penn State Berks, Tulpehocken Road, P.O. Box 7009, Reading, PA 19610-6009, United States",5
On nonsmooth robust multiobjective optimization under generalized convexity with applications to portfolio optimization,Majid Fakhar,"Department of Mathematics, University of Isfahan, Isfahan, Iran",1
On nonsmooth robust multiobjective optimization under generalized convexity with applications to portfolio optimization,Mohammad Reza Mahyarinia,"Department of Mathematics, University of Isfahan, Isfahan, Iran",2
On nonsmooth robust multiobjective optimization under generalized convexity with applications to portfolio optimization,Jafar Zafarani,"Department of Mathematics, University of Isfahan, Isfahan, Iran",3
Approximate dynamic programming for lateral transshipment problems in multi-location inventory systems,Joern Meissner,"Kühne Logistics University, Hamburg, Germany",1
Approximate dynamic programming for lateral transshipment problems in multi-location inventory systems,Olga V. Senicheva,"Krannert School of Management, Purdue University, USA",2
A double-loop hybrid algorithm for the traveling salesman problem with arbitrary neighbourhoods,Zhao Yang,"Aeronautics and Astronautics Engineering College, Air Force Engineering University, Baling Road No. 1, Baqiao, Xi'an 710038, Shannxi, PR China",1
A double-loop hybrid algorithm for the traveling salesman problem with arbitrary neighbourhoods,Ming-Qing Xiao,"Aeronautics and Astronautics Engineering College, Air Force Engineering University, Baling Road No. 1, Baqiao, Xi'an 710038, Shannxi, PR China",2
A double-loop hybrid algorithm for the traveling salesman problem with arbitrary neighbourhoods,Ya-Wei Ge,"Aeronautics and Astronautics Engineering College, Air Force Engineering University, Baling Road No. 1, Baqiao, Xi'an 710038, Shannxi, PR China",3
A double-loop hybrid algorithm for the traveling salesman problem with arbitrary neighbourhoods,De-Long Feng,"Aeronautics and Astronautics Engineering College, Air Force Engineering University, Baling Road No. 1, Baqiao, Xi'an 710038, Shannxi, PR China",4
A double-loop hybrid algorithm for the traveling salesman problem with arbitrary neighbourhoods,Lei Zhang,"Aeronautics and Astronautics Engineering College, Air Force Engineering University, Baling Road No. 1, Baqiao, Xi'an 710038, Shannxi, PR China",5
A double-loop hybrid algorithm for the traveling salesman problem with arbitrary neighbourhoods,Hai-Fang Song,"Aeronautics and Astronautics Engineering College, Air Force Engineering University, Baling Road No. 1, Baqiao, Xi'an 710038, Shannxi, PR China",6
A double-loop hybrid algorithm for the traveling salesman problem with arbitrary neighbourhoods,Xi-Lang Tang,"Aeronautics and Astronautics Engineering College, Air Force Engineering University, Baling Road No. 1, Baqiao, Xi'an 710038, Shannxi, PR China",7
Parallel local search algorithms for high school timetabling problems,Landir Saviniec,"Instituto de Ciências Matemáticas e de Computação, Universidade de São Paulo, Avenida Trabalhador São-carlense 400, 13566-590, São Carlos, São Paulo, Brazil",1
Parallel local search algorithms for high school timetabling problems,Maristela O. Santos,"Instituto de Ciências Matemáticas e de Computação, Universidade de São Paulo, Avenida Trabalhador São-carlense 400, 13566-590, São Carlos, São Paulo, Brazil",2
Parallel local search algorithms for high school timetabling problems,Alysson M. Costa,"School of Mathematics and Statistics, The University of Melbourne, 813 Swanston Street, Parkville VIC 3010, Australia",3
On the decomposition property for a dynamic inventory rationing problem with multiple demand classes and backorder,Lina Bao,"School of Management, University of Science and Technology of China, Hefei, China",1
On the decomposition property for a dynamic inventory rationing problem with multiple demand classes and backorder,Zhiying Liu,"School of Management, University of Science and Technology of China, Hefei, China",2
On the decomposition property for a dynamic inventory rationing problem with multiple demand classes and backorder,Yimin Yu,"College of Business, City University of Hong Kong, Kowloon, Hong Kong Special Administrative Region",3
On the decomposition property for a dynamic inventory rationing problem with multiple demand classes and backorder,Wei Zhang,"School of Management, Zhejiang University, Hangzhou, Zhejiang, China",4
Optimizing stock levels for rental systems with a support warehouse and partial backordering,G. Van der Heide,"University of Groningen, P.O. Box 800, Groningen 9700 AV, The Netherlands",1
Optimizing stock levels for rental systems with a support warehouse and partial backordering,N.D. Van Foreest,"University of Groningen, P.O. Box 800, Groningen 9700 AV, The Netherlands",2
Optimizing stock levels for rental systems with a support warehouse and partial backordering,K.J. Roodbergen,"University of Groningen, P.O. Box 800, Groningen 9700 AV, The Netherlands",3
Tug scheduling for hinterland barge transport: A branch-and-price approach,Lu Zhen,"School of Management, Shanghai University, Shang Da Road 99, Shanghai 200444, China",1
Tug scheduling for hinterland barge transport: A branch-and-price approach,Kai Wang,"Department of Logistics and Maritime Studies, Hong Kong Polytechnic University, Hung Hom, Hong Kong",2
Tug scheduling for hinterland barge transport: A branch-and-price approach,Shuaian Wang,"Department of Logistics and Maritime Studies, Hong Kong Polytechnic University, Hung Hom, Hong Kong",3
Tug scheduling for hinterland barge transport: A branch-and-price approach,Xiaobo Qu,"School of Civil and Environmental Engineering, University of Technology Sydney, Sydney, NSW 2007, Australia",4
